,STATE,CONSTITUENCY,NAME,PARTY,SYMBOL,GENDER,CATEGORY,EDUCATION
2179,Kerala,VADAKARA,P.JAYARAJAN,CPI(M),"Hammer, Sickle and Star",MALE,GENERAL,10th Pass
2180,Kerala,VADAKARA,ADV.V.K.SAJEEVAN,BJP,Lotus,MALE,GENERAL,Graduate Professional
2181,Gujarat,VADODARA,RANJANBEN BHATT,BJP,Lotus,FEMALE,GENERAL,12th Pass
2182,Gujarat,VADODARA,PRASHANT PATEL (TIKO),INC,Hand,MALE,GENERAL,Graduate
2183,Gujarat,VADODARA,NOTA,NOTA,,,,
2184,Bihar,VAISHALI,Veena Devi (W/o Dinesh Prasad Singh),LJP,Bungalow,FEMALE,GENERAL,10th Pass
2185,Bihar,VAISHALI,Raghuvansh Prasad Singh,RJD,Hurricane Lamp,MALE,GENERAL,Doctorate
2186,Bihar,VAISHALI,Abha Rai,IND,Apple,FEMALE,GENERAL,8th Pass
2187,Bihar,VAISHALI,Ismohamad alias Md. Munna,IND,Bead Necklace,MALE,GENERAL,Graduate
2188,Bihar,VAISHALI,Rinkoo Devi,IND,Cot,FEMALE,GENERAL,Not Available
2189,Bihar,VAISHALI,Shankar Mahto,BSP,Elephant,MALE,GENERAL,12th Pass
2190,Bihar,VAISHALI,Pankaj Kumar,IND,Camera,MALE,GENERAL,Graduate Professional
2191,Bihar,VALMIKI NAGAR,BAIDYANATH PRASAD MAHTO,JD(U),Arrow,MALE,GENERAL,10th Pass
2192,Bihar,VALMIKI NAGAR,SHASHWAT KEDAR,INC,Hand,MALE,GENERAL,Graduate
2193,Bihar,VALMIKI NAGAR,DEEPAK YADAV,BSP,Elephant,MALE,GENERAL,Graduate Professional
2194,Bihar,VALMIKI NAGAR,NOTA,NOTA,,,,
2195,Bihar,VALMIKI NAGAR,SURESH SAH,IND,Air Conditioner,MALE,GENERAL,Others
2196,Bihar,VALMIKI NAGAR,RAKESH KEWAT,RAHIS,Helicopter,MALE,GENERAL,8th Pass
2197,Bihar,VALMIKI NAGAR,SUSHMA DEVI,SHS,Cauliflower,FEMALE,GENERAL,Post Graduate
2198,Gujarat,VALSAD,Dr.K.C.PATEL,BJP,Lotus,MALE,ST,Graduate Professional
2199,Gujarat,VALSAD,CHAUDHARI JITUBHAI HARJIBHAI,INC,Hand,MALE,ST,8th Pass
2200,Gujarat,VALSAD,NOTA,NOTA,,,,
2201,Gujarat,VALSAD,KISHORBHAI RAMANBHAI PATEL (Rajubhai),BSP,Elephant,MALE,ST,10th Pass
2202,Uttar Pradesh,VARANASI,NARENDRA MODI,BJP,Lotus,MALE,GENERAL,Post Graduate
2203,Uttar Pradesh,VARANASI,SHALINI YADAV,SP,Bicycle,FEMALE,GENERAL,Graduate
2204,Uttar Pradesh,VARANASI,AJAY RAI,INC,Hand,MALE,GENERAL,Graduate
2205,Madhya Pradesh,VIDISHA,Ramakant Bhargava,BJP,Lotus,MALE,GENERAL,12th Pass
2206,Madhya Pradesh,VIDISHA,Shailendra Rameshchandra Patel,INC,Hand,MALE,GENERAL,Post Graduate
2207,Madhya Pradesh,VIDISHA,Geetawali Er. P.S. Ahirwar,BSP,Elephant,FEMALE,SC,Graduate
2208,Andhra Pradesh,VIJAYAWADA,KESINENI SRINIVAS (NANI),TDP,Bicycle,MALE,GENERAL,10th Pass
2209,Andhra Pradesh,VIJAYAWADA,POTLURI.V.PRASAD ( P V P ),YSRCP,Ceiling Fan,MALE,GENERAL,Post Graduate
2210,Andhra Pradesh,VIJAYAWADA,Muttamsetty Prasad babu,JnP,Glass Tumbler,MALE,GENERAL,Post Graduate
2211,Andhra Pradesh,VIJAYAWADA,KILARU DILEEP,BJP,Lotus,MALE,GENERAL,Graduate Professional
2212,Andhra Pradesh,VIJAYAWADA,NARAHARISETTY. NARASIMHARAO.,INC,Hand,MALE,GENERAL,Graduate Professional
2213,Tamil Nadu,VILUPPURAM,RAVIKUMAR D,DMK,Rising Sun,MALE,SC,Doctorate
2214,Tamil Nadu,VILUPPURAM,VADIVEL RAVANAN S,PMK,Mango,MALE,SC,Graduate
2215,Tamil Nadu,VILUPPURAM,GANAPATHY N,IND,Gift Pack,MALE,SC,8th Pass
2216,Tamil Nadu,VILUPPURAM,PRAKALATHA D,NTK,Ganna Kisan,FEMALE,SC,Post Graduate
2217,Tamil Nadu,VILUPPURAM,ANBIN POYYAMOZHI S,MNM,Battery Torch,MALE,SC,Post Graduate
2218,Tamil Nadu,VILUPPURAM,ARASAN K,IND,Jackfruit,MALE,SC,Illiterate
2219,Tamil Nadu,VILUPPURAM,NOTA,NOTA,,,,
2220,Tamil Nadu,VIRUDHUNAGAR,"MANICKAM TAGORE, B.",INC,Hand,MALE,GENERAL,Graduate Professional
2221,Tamil Nadu,VIRUDHUNAGAR,"ALAGARSAMY, R.",DMDK,Nagara,MALE,GENERAL,10th Pass
2222,Tamil Nadu,VIRUDHUNAGAR,"PARAMASIVA IYYAPPAN, S.",IND,Gift Pack,MALE,GENERAL,12th Pass
2223,Tamil Nadu,VIRUDHUNAGAR,"MUNIYASAMY, V.",MNM,Battery Torch,MALE,GENERAL,Not Available
2224,Tamil Nadu,VIRUDHUNAGAR,"ARULMOZHITHEVAN, K.",NTK,Ganna Kisan,MALE,GENERAL,Graduate Professional
2225,Tamil Nadu,VIRUDHUNAGAR,NOTA,NOTA,,,,
2226,Andhra Pradesh,VISAKHAPATNAM,M V V SATYANARAYANA,YSRCP,Ceiling Fan,MALE,GENERAL,10th Pass
2227,Andhra Pradesh,VISAKHAPATNAM,BHARAT MATHUKUMILLI,TDP,Bicycle,MALE,GENERAL,Post Graduate
2228,Andhra Pradesh,VISAKHAPATNAM,V.V. LAKSHMI NARAYANA,JnP,Glass Tumbler,MALE,GENERAL,Post Graduate
2229,Andhra Pradesh,VISAKHAPATNAM,DAGGUBATI PURANDESWARI,BJP,Lotus,FEMALE,GENERAL,Graduate
2230,Andhra Pradesh,VISAKHAPATNAM,NOTA,NOTA,,,,
2231,Andhra Pradesh,VISAKHAPATNAM,PEDADA. RAMANIKUMARI,INC,Hand,FEMALE,GENERAL,Post Graduate
2232,Andhra Pradesh,VIZIANAGARAM,Bellana Chandra Sekhar,YSRCP,Ceiling Fan,MALE,GENERAL,Graduate Professional
2233,Andhra Pradesh,VIZIANAGARAM,Ashok Gajapathi Raju Pusapati,TDP,Bicycle,MALE,GENERAL,12th Pass
2234,Andhra Pradesh,VIZIANAGARAM,Mukka Srinivas Rao,JnP,Glass Tumbler,MALE,GENERAL,10th Pass
2235,Andhra Pradesh,VIZIANAGARAM,NOTA,NOTA,,,,
2236,Andhra Pradesh,VIZIANAGARAM,Adiraju Yedla,INC,Hand,MALE,GENERAL,Post Graduate
2237,Telangana,WARANGAL,DAYAKAR PASUNOORI,TRS,Car,MALE,SC,Graduate
2238,Telangana,WARANGAL,DOMMATI SAMBAIAH,INC,Hand,MALE,SC,Graduate
2239,Telangana,WARANGAL,CHINTHA SAMBAMURTHY,BJP,Lotus,MALE,SC,12th Pass
2240,Telangana,WARANGAL,BUNGA JYOTHI RAMANA,AHNP,CHAPATI ROLLER,FEMALE,SC,Graduate
2241,Telangana,WARANGAL,NOTA,NOTA,,,,
2242,Telangana,WARANGAL,UPENDER JERIPOTHULA,IND,Road Roller,MALE,SC,Post Graduate
2243,Maharashtra,WARDHA,Ramdas Chandrabhanji Tadas,BJP,Lotus,MALE,GENERAL,10th Pass
2244,Maharashtra,WARDHA,Charulata Rao Tokas,INC,Hand,FEMALE,GENERAL,Graduate Professional
2245,Maharashtra,WARDHA,Dhanraj Kothiramji Wanjari,VBA,Whistle,MALE,GENERAL,Post Graduate
2246,Maharashtra,WARDHA,Agrawal Shaileshkumar Premkishorji,BSP,Elephant,MALE,GENERAL,Post Graduate
2247,Kerala,WAYANAD,Rahul Gandhi,INC,Hand,MALE,GENERAL,Post Graduate
2248,Kerala,WAYANAD,P.P. Suneer,CPI(M),Ears of Corn And Sickle,MALE,GENERAL,Post Graduate
2249,Kerala,WAYANAD,Thushar Vellappally,BDJS,Pot,MALE,GENERAL,Not Available
2250,NCT OF Delhi,WEST DELHI,PARVESH SAHIB SINGH VERMA,BJP,Lotus,MALE,GENERAL,Post Graduate
2251,NCT OF Delhi,WEST DELHI,MAHABAL MISHRA,INC,Hand,MALE,GENERAL,12th Pass
2252,NCT OF Delhi,WEST DELHI,BALBIR SINGH JAKHAR,AAP,Broom,MALE,GENERAL,Graduate Professional
2253,Maharashtra,YAVATMAL-WASHIM,Bhavana Pundlikrao Gawali,SHS,Bow and Arrow,FEMALE,GENERAL,Graduate
2254,Maharashtra,YAVATMAL-WASHIM,Thakre Manikrao Govindrao,INC,Hand,MALE,GENERAL,12th Pass
2255,Maharashtra,YAVATMAL-WASHIM,Pravin Govind Pawar,VBA,Cup & Saucer,MALE,GENERAL,Graduate Professional
2256,Maharashtra,YAVATMAL-WASHIM,Parashram Bhaosing Ade,IND,Tractor Chalata Kisan,MALE,GENERAL,Post Graduate
2257,Maharashtra,YAVATMAL-WASHIM,Vaishali Sudhakar Yede,PHJSP,Whistle,FEMALE,GENERAL,10th Pass
2258,Maharashtra,YAVATMAL-WASHIM,Anil Jayram Rathod,IND,SHIP,MALE,GENERAL,Post Graduate
2259,Telangana,ZAHIRABAD,B.B.PATIL,TRS,Car,MALE,GENERAL,Graduate
2260,Telangana,ZAHIRABAD,MADAN MOHAN RAO,INC,Hand,MALE,GENERAL,Post Graduate
2261,Telangana,ZAHIRABAD,BANALA LAXMA REDDY,BJP,Lotus,MALE,GENERAL,12th Pass
2262,Telangana,ZAHIRABAD,NOTA,NOTA,,,,
